ticketID,ticket_number,status,categoryID,userID,date_booked,discountID,showID
71,8889929,CANCELED,5,5,2024-04-26,3,15
72,5598790,CANCELED,2,5,2024-04-23,4,16
73,8767403,CANCELED,6,6,2024-04-28,3,16
74,9548337,BOOKED,2,4,2024-04-25,3,17
75,5877936,CANCELED,4,3,2024-04-01,3,17
76,5416516,BOOKED,5,8,2024-04-21,1,17
77,1766603,BOOKED,3,8,2024-04-16,4,17
78,7247940,BOOKED,2,1,2024-04-02,4,17
79,5268581,CANCELED,7,10,2024-04-11,1,17
80,1934311,BOOKED,4,1,2024-05-03,1,17
81,5570953,CANCELED,2,10,2024-05-05,2,17
82,9986026,BOOKED,6,1,2024-04-21,4,18
83,5025070,CANCELED,3,6,2024-04-18,4,18
84,5187943,CANCELED,8,8,2024-05-07,3,18
85,2202780,CANCELED,4,8,2024-05-05,3,18
86,1295910,CANCELED,8,5,2024-04-12,1,18
87,3085553,BOOKED,7,3,2024-05-06,2,18
88,4190761,CANCELED,2,3,2024-05-03,3,19
89,4824283,CANCELED,7,2,2024-03-31,3,20
90,6163134,BOOKED,10,9,2024-04-13,2,20
91,4356047,CANCELED,3,3,2024-04-30,2,20
92,3000812,BOOKED,7,3,2024-05-06,1,20
93,6057776,CANCELED,10,6,2024-04-14,3,20
94,3757395,CANCELED,6,9,2024-04-21,1,21
95,6194266,BOOKED,5,10,2024-04-27,3,21
96,6481019,BOOKED,3,9,2024-04-22,3,21
97,9049405,CANCELED,2,1,2024-03-31,1,21
98,2685957,BOOKED,1,7,2024-04-07,4,21
99,1919996,BOOKED,10,5,2024-04-09,1,21
100,5633037,BOOKED,9,10,2024-04-24,4,22
101,9588182,CANCELED,3,7,2024-04-02,1,22
102,7563571,CANCELED,6,5,2024-04-25,1,22
103,9123795,BOOKED,8,8,2024-04-25,4,22
104,1644485,CANCELED,2,3,2024-05-07,2,22
105,4362897,CANCELED,4,10,2024-03-29,3,22
106,6834544,BOOKED,3,9,2024-04-24,3,22
107,2555699,BOOKED,5,1,2024-05-03,4,22
108,2605986,BOOKED,4,5,2024-04-12,2,22
109,9984015,BOOKED,10,10,2024-03-31,1,23
110,8360411,BOOKED,8,3,2024-04-26,4,23
111,6934673,BOOKED,7,9,2024-04-08,2,23
112,6092307,CANCELED,2,1,2024-05-03,3,23
113,9470397,CANCELED,6,10,2024-03-29,3,23
114,4191376,BOOKED,9,1,2024-04-27,1,23
115,6370300,CANCELED,2,1,2024-04-04,1,24
116,8652902,CANCELED,9,5,2024-04-07,2,24
117,5971049,BOOKED,1,3,2024-04-14,2,24
118,6728673,CANCELED,5,3,2024-04-20,1,24
119,2609023,CANCELED,6,8,2024-04-05,3,24
120,1208834,BOOKED,4,9,2024-04-30,3,24
121,9333598,CANCELED,3,7,2024-03-31,4,24
122,7391830,CANCELED,3,10,2024-04-25,1,24
123,6099222,BOOKED,1,2,2024-04-15,1,24
124,2355691,CANCELED,7,10,2024-03-31,4,25
125,7306202,CANCELED,10,1,2024-03-29,2,25
126,3684047,BOOKED,5,1,2024-04-17,4,26
127,1392918,BOOKED,10,3,2024-04-07,1,26
128,1146732,BOOKED,10,1,2024-04-24,1,26
129,5889465,BOOKED,3,10,2024-04-28,2,26
130,3041421,CANCELED,8,7,2024-04-07,3,26
131,9994493,CANCELED,9,1,2024-05-04,3,26
132,6036167,BOOKED,2,10,2024-05-07,4,26
133,2823222,BOOKED,7,7,2024-04-26,3,26
134,1650496,CANCELED,1,10,2024-05-04,1,27
135,8113810,BOOKED,8,2,2024-03-30,4,27
136,7092208,BOOKED,5,3,2024-04-03,2,27
137,1689736,BOOKED,3,7,2024-05-05,2,27
138,6035093,BOOKED,9,10,2024-03-30,3,27
139,1946816,CANCELED,9,8,2024-04-02,2,27
140,5821582,CANCELED,10,6,2024-03-29,4,27
141,3982452,BOOKED,2,8,2024-04-02,3,27
142,4666151,CANCELED,4,4,2024-04-17,4,28
143,2950251,CANCELED,9,10,2024-04-21,2,29
144,2524709,BOOKED,6,6,2024-04-25,3,29
145,7769144,CANCELED,9,5,2024-04-21,1,29
146,7046869,BOOKED,9,1,2024-03-29,2,29
147,8540649,CANCELED,5,7,2024-04-15,1,29
148,4233195,BOOKED,10,2,2024-04-11,1,29
149,6813366,CANCELED,6,9,2024-05-04,3,29
150,7119324,CANCELED,3,8,2024-04-25,1,29
151,6383984,BOOKED,1,8,2024-04-12,3,29
152,2477923,BOOKED,1,2,2024-04-13,3,30
153,6497681,CANCELED,5,4,2024-03-31,4,30
154,2947810,BOOKED,8,3,2024-04-16,1,30
155,2236961,BOOKED,2,9,2024-04-18,4,30
156,3462034,CANCELED,5,6,2024-04-29,1,30
157,1237782,CANCELED,4,5,2024-04-25,4,30
158,2789452,BOOKED,9,8,2024-03-29,1,30
159,9788297,CANCELED,7,4,2024-04-27,3,30
160,1451743,BOOKED,9,3,2024-04-15,3,32
161,8057360,BOOKED,2,5,2024-04-18,1,32
162,2179983,BOOKED,9,7,2024-04-01,4,33
163,5370075,BOOKED,9,9,2024-05-01,1,33
164,1289929,BOOKED,2,4,2024-03-31,1,33
165,7272099,CANCELED,4,8,2024-03-29,1,33
166,5307387,CANCELED,9,6,2024-05-04,3,33
167,4805362,BOOKED,1,3,2024-04-25,3,33
168,8900695,BOOKED,9,9,2024-04-06,3,33
169,7575070,CANCELED,2,5,2024-03-31,3,33
170,4752344,BOOKED,6,4,2024-04-26,2,34
171,4968213,CANCELED,8,1,2024-05-06,4,34
172,5785356,BOOKED,1,1,2024-04-17,4,34
173,7232547,BOOKED,1,9,2024-04-24,1,35
174,7961057,CANCELED,4,8,2024-04-29,4,36
175,6539326,CANCELED,9,3,2024-05-01,3,36
176,8396729,CANCELED,8,4,2024-04-11,3,36
177,7512125,CANCELED,2,5,2024-04-01,3,36
178,6362831,BOOKED,6,4,2024-05-07,3,36
179,2422072,CANCELED,3,9,2024-04-23,1,37
180,7213330,CANCELED,6,3,2024-04-20,1,37
181,1519611,BOOKED,10,2,2024-04-17,4,38
182,6959247,BOOKED,5,3,2024-04-02,2,38
183,2691781,BOOKED,7,7,2024-04-06,3,38
184,6218722,BOOKED,5,9,2024-04-03,1,38
185,3534928,BOOKED,2,9,2024-03-31,2,38
186,3343130,CANCELED,4,8,2024-04-08,2,38
187,4553519,CANCELED,10,3,2024-04-02,2,38
188,3707436,CANCELED,10,6,2024-05-06,3,38
189,9011695,BOOKED,8,3,2024-04-11,2,39
190,9526380,CANCELED,3,5,2024-04-13,4,39
191,7441241,CANCELED,5,5,2024-04-26,3,39
192,2351502,BOOKED,5,6,2024-04-21,3,39
193,3092567,BOOKED,3,2,2024-04-13,2,40
194,5926345,BOOKED,1,5,2024-05-06,1,40
195,4452084,CANCELED,9,5,2024-04-09,2,40
196,1265892,CANCELED,10,5,2024-04-17,4,40
197,2087776,CANCELED,9,6,2024-03-28,4,40
198,3986829,BOOKED,4,7,2024-05-07,4,40
199,2962787,CANCELED,5,6,2024-04-11,3,41
200,9556773,CANCELED,3,6,2024-04-18,2,41
201,2525108,BOOKED,8,6,2024-05-04,3,41
202,5765492,CANCELED,4,4,2024-04-25,2,41
203,3114970,CANCELED,2,4,2024-04-19,3,41
204,9525040,BOOKED,6,2,2024-05-02,3,41
205,6056696,CANCELED,8,5,2024-04-30,3,42
206,1297532,CANCELED,6,10,2024-03-29,2,42
207,7869422,BOOKED,3,8,2024-05-05,1,42
208,2134688,CANCELED,1,9,2024-04-07,4,44
209,3100210,CANCELED,2,1,2024-04-05,3,44
210,2801810,BOOKED,10,3,2024-04-15,4,44
211,9775093,BOOKED,8,4,2024-04-21,3,44
212,3788233,BOOKED,2,7,2024-05-01,4,44
213,5995804,BOOKED,9,6,2024-04-04,1,45
214,7448724,BOOKED,9,4,2024-04-23,1,45
215,1934219,CANCELED,1,8,2024-04-23,2,45
216,8734715,CANCELED,3,10,2024-04-07,4,45
217,3790033,BOOKED,7,9,2024-04-12,2,45
218,1046341,CANCELED,9,10,2024-04-09,1,45
219,2315820,BOOKED,6,4,2024-04-06,4,45
220,9964794,CANCELED,6,5,2024-04-16,1,45
221,7047403,BOOKED,1,2,2024-04-25,2,45
222,9797130,BOOKED,7,7,2024-04-19,1,46
223,7883817,BOOKED,8,1,2024-04-24,4,46
224,4872251,BOOKED,10,6,2024-04-14,1,46
225,9009619,BOOKED,9,2,2024-04-24,2,47
226,6382714,CANCELED,5,5,2024-04-24,4,47
227,9564473,BOOKED,6,3,2024-05-04,2,47
228,7105026,BOOKED,10,6,2024-04-09,3,47
229,6227974,BOOKED,6,7,2024-04-11,3,47
230,7629564,BOOKED,8,9,2024-05-06,3,47
231,6186010,BOOKED,7,1,2024-04-15,3,48
232,8468874,BOOKED,9,6,2024-05-04,4,48
233,9810578,BOOKED,1,7,2024-04-21,4,48
234,5097783,CANCELED,7,10,2024-04-15,2,48
235,5552195,CANCELED,4,10,2024-04-07,1,48
236,6122443,CANCELED,4,7,2024-04-22,3,48
237,4351971,CANCELED,3,6,2024-04-25,4,48
238,8067301,BOOKED,7,7,2024-03-29,1,48
239,5174532,BOOKED,1,4,2024-04-19,1,49
240,7699628,CANCELED,10,2,2024-04-01,3,49
241,8309580,BOOKED,4,4,2024-04-20,1,49
242,3029244,BOOKED,5,9,2024-04-04,1,49
243,5785234,BOOKED,1,4,2024-04-10,4,49
244,9350290,CANCELED,2,8,2024-04-05,2,49
245,9668364,CANCELED,4,3,2024-04-15,1,49
246,8486819,BOOKED,8,8,2024-04-04,3,49
247,5144461,CANCELED,1,3,2024-04-05,1,49
248,5117545,BOOKED,3,1,2024-05-05,3,50
249,3510281,BOOKED,1,4,2024-04-03,4,50
250,4100850,CANCELED,6,9,2024-04-29,2,50
251,3135105,BOOKED,8,8,2024-05-05,4,50
252,1704764,BOOKED,8,10,2024-05-05,2,50
253,4138743,CANCELED,3,2,2024-04-11,3,50
254,6176498,CANCELED,4,1,2024-04-11,3,51
255,3452529,CANCELED,6,7,2024-04-02,2,51
256,4695487,BOOKED,4,10,2024-05-06,3,53
257,5349976,CANCELED,1,3,2024-04-04,3,53
258,2044615,BOOKED,10,7,2024-04-14,1,53
259,2863459,BOOKED,5,10,2024-04-02,4,54
260,4609794,CANCELED,6,10,2024-04-26,2,54
261,3552696,CANCELED,4,3,2024-04-29,1,55
262,9358747,BOOKED,9,6,2024-04-04,3,55
263,5354625,BOOKED,2,1,2024-04-03,1,55
264,5360103,CANCELED,7,4,2024-05-04,3,55
265,4493039,CANCELED,4,10,2024-03-28,1,55
266,4871923,CANCELED,1,7,2024-03-28,3,55
267,5735448,BOOKED,8,1,2024-04-28,2,55
268,6906123,BOOKED,2,2,2024-04-30,2,55
269,1715567,BOOKED,8,8,2024-04-14,3,56
270,7798365,BOOKED,2,3,2024-04-19,3,56
271,7663112,BOOKED,3,1,2024-04-02,1,56
272,1330635,CANCELED,1,5,2024-04-05,1,56
273,3828130,BOOKED,3,1,2024-04-11,1,56
274,6753516,CANCELED,9,2,2024-04-26,3,56
275,6872812,BOOKED,5,10,2024-03-31,3,56
276,2455465,CANCELED,3,8,2024-05-04,4,56
277,4866015,BOOKED,5,3,2024-04-14,3,57
278,2387753,BOOKED,2,10,2024-04-13,1,58
279,2908921,BOOKED,6,8,2024-04-02,1,58
280,6067675,BOOKED,2,4,2024-04-27,3,59
281,6305398,BOOKED,4,2,2024-03-28,1,59
282,1425036,BOOKED,2,6,2024-04-16,1,59
283,2827710,BOOKED,3,3,2024-04-07,2,59
284,3267010,BOOKED,6,7,2024-04-04,4,60
285,7597361,CANCELED,1,5,2024-04-09,4,60
286,8340008,CANCELED,6,7,2024-05-05,3,60
287,8411613,BOOKED,5,4,2024-04-30,4,60
